"ULTIMA ATUALIZACAO";"02/07/2022 02:01"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"87.657.557/0001-88";"EMPRESA HOTELEIRA VERA CRUZ LTDA";"202200000086264";"16/03/2022";"";"323";"2176571"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.423.003/0001-07";"ESTRELA PALACE HOTEL - EIRELI";"8089";"17/03/2022";"";"477";"2176484"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"73.445.538/0001-83";"HOTEIS CONTUR LTDA";"75363";"01/03/2022";"";"203,7";"2175528"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"89.340.913/0004-03";"HOTEL DALLONDER LTDA FILIAL 3";"13047/S";"26/03/2022";"";"464,53";"2177121"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.759.666/0003-43";"I HOTEIS ADMINISTRAÇÃO E DESENVOLVIMENTO";"4055";"25/03/2022";"";"67";"2177111"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"112016";"17/03/2022";"";"283";"2177945"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"112049";"18/03/2022";"";"338,6";"2177944"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"112127";"19/03/2022";"";"340";"2177942"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"112257";"22/03/2022";"";"221";"2177941"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"39.539.696/0001-64";"MOGANO EXPRESS HOTEL LTDA";"8531";"08/03/2022";"";"317,4";"2175786"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"39.539.696/0001-64";"MOGANO EXPRESS HOTEL LTDA";"8545";"09/03/2022";"";"182,2";"2175832"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.116.988/0001-47";"POSTO BURMANN";"477289";"16/03/2022";"";"299,43";"2176392"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"98.042.294/0001-19";"POSTO DE SERVIÇOS FRITSCH LTDA";"805417";"12/03/2022";"";"299,01";"2176096"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.145.398/0001-05";"POSTO DO BATISTA LTDA";"550896";"01/03/2022";"";"360,05";"2175508"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.184.688/0001-19";"POSTO INOVAR";"6791";"22/03/2022";"";"426";"2176764"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"91.156.885/0001-78";"POSTO MARQUES DE SOUZA LTDA";"59401";"17/03/2022";"";"401,44";"2176566"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.324.812/0001-55";"RAABE COML. DE ALIMENTOS LTDA";"063095";"23/03/2022";"";"223,5";"2176827"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"94.526.415/0001-47";"RESTAURANTE CANTINA FELICCITA";"46632";"17/03/2022";"";"23,5";"2176567"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"43.924.921/0001-53";"RESTAURANTE GUARAGNI LTDA";"1425";"26/03/2022";"";"101,39";"2177114"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.144.661/0010-32";"RHRISS COMB LTDA - 10";"942545";"07/03/2022";"";"355,16";"2175746"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.144.661/0003-03";"RHRISS COMB LTDA -03";"863548";"11/03/2022";"";"458,62";"2176042"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"89.248.397/0001-49";"SEABRA E CIA LTDA";"023135";"16/03/2022";"";"133";"2176386"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0064-65";"SIM REDE DE POSTOS LTDA";"1755064";"12/03/2022";"";"369,82";"2176097"
"2022";"3";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0069-70";"SIM REDE DE POSTOS LTDA - FREE WAY GRAVATAI";"1255047";"15/03/2022";"";"418,05";"2176373"
"2022";"3";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"AEV75M";"06/03/2022";"Companhia Aérea: AZUL, Localizador: AEV75M. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4702 - CAMPINAS / BRASÍLIA - 08/03/2022; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4498 - CHAPECO / CAMPINAS - 08/03/2022;";"1982,44";"2176093"
"2022";"3";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"YJNMPV";"08/03/2022";"Companhia Aérea: AZUL, Localizador: YJNMPV. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1298 - SÃO PAULO / CHAPECÓ - 09/03/2022; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1475 - BRASILIA / SÃO PAULO - 09/03/2022;";"2358,23";"2175978"
"2022";"4";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0006-71";"CLARO NXT TELECOMUNICAÇÕES S.A";"0006459701";"11/05/2022";"";"209,82";"2180271"
"2022";"4";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.467.115/0001-00";"Companhia Estadual de Distribuição de Energia Eletrica";"0120224331667103733";"29/04/2022";"";"837,09";"2179376"
"2022";"4";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"39";"15/04/2022";"";"1012";"2178140"
"2022";"4";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"39";"15/04/2022";"";"2156,4";"2178139"
"2022";"4";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"92.963.560/0001-60";"Secretaria Municipal da Fazenda";"2022904317120005";"29/11/2021";"";"1086,17";"2178141"
"2022";"4";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"1273";"18/04/2022";"";"720";"2178504"
"2022";"4";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA";"2272561744";"18/04/2022";"";"355,45";"2178507"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"89.470.462/0018-24";"ABASTECEDORA ABM LTDA";"321972";"30/04/2022";"";"411,13";"2179210"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.595.146/0001-90";"ABASTECEDORA AGNOLIN LTDA";"1025969";"22/04/2022";"";"384,26";"2178722"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.626.336/0001-25";"ANDRIGHETTI SERVIÇOS EM HOTELARIA LTDA";"9653";"12/04/2022";"";"523";"2178161"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.239.059/0001-86";"BARROSO & MACHADO LTDA";"759";"01/04/2022";"";"8000";"2178162"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"91.128.140/0001-03";"CANISIO RAMBO EIRELI -ME";"6817";"30/04/2022";"";"150";"2179203"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"91.128.140/0001-03";"CANISIO RAMBO EIRELI -ME";"6816";"30/04/2022";"";"260";"2179204"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0085-24";"COMERCIAL BUFFON COMB. E TRANSP. LTDA";"278897";"08/04/2022";"";"419,27";"2178092"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.520.277/0001-07";"COMERCIAL DE COMBUSTIVEIS RAMIRO LTDA";"2264844";"20/04/2022";"";"409,41";"2178636"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"92.267.251/0001-55";"COMERCIO DE COMBUSTIVEIS GAUCHAO LTDA";"273187";"09/04/2022";"";"230";"2178086"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0006-20";"COML. BUFFON COMB. E TRANSP. LTDA - POSTO 06";"855452";"14/04/2022";"";"350,78";"2178500"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0041-03";"COML. BUFFON COMB E TRANSP LTDA - POSTO 41";"1490469";"26/04/2022";"";"387,1";"2178882"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0008-92";"COML. BUFFON COMB. E TRANSP. LTDA - POSTO 8";"925232";"04/04/2022";"AQUISIÇÃO DE OLEO DIESEL B S10";"200";"2177817"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.953.224/0001-71";"DALTRO ANTONIO PONTES DOS SANTOS-ME";"3150";"22/04/2022";"";"504";"2178710"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.025.153/0001-59";"GD SILVA CHURRASCARIA E RESTAURANTE EPP";"032612";"01/04/2022";"";"144,8";"2177947"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.174.560/0001-89";"Glaicon Fonatana Piovesan - Hotel Parque das Tuias";"018632";"09/04/2022";"";"321,6";"2178095"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"112934";"02/04/2022";"";"255";"2177984"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"113108";"05/04/2022";"";"245";"2178497"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"113253";"07/04/2022";"";"412";"2178498"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"97.168.124/0002-01";"IRMAOS BASSOTTO  LTDA";"113756";"17/04/2022";"";"452";"2178499"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"87.540.225/0001-19";"J A LIMA & CIA LTDA TEXACAO - REDE LIMA";"377200";"30/04/2022";"";"307,53";"2179206"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.911.930/0001-65";"POSTO AIRES";"289898";"14/04/2022";"";"315,11";"2178501"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"40.921.123/0001-80";"POSTO DE COMBUSTIVEIS CAMINHO DO GOL LTDA";"73636";"10/04/2022";"";"205,73";"2178091"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.809.233/0001-44";"POSTO DE COMBUSTIVEIS 4Z LTDA";"1991194";"29/04/2022";"";"150,39";"2179207"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.934.419/0001-89";"POSTO ROSINHA LTDA";"67341";"02/04/2022";"";"377,09";"2177949"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"31236";"06/04/2022";"";"56,22";"2177987"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"26106";"06/04/2022";"";"60,17";"2177986"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"26292";"27/04/2022";"";"120,34";"2179045"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0006-72";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC";"53391";"28/04/2022";"";"94,55";"2179205"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0004-24";"SIM REDE DE POSTOS LTDA - SHOPPING";"1729432";"01/04/2022";"";"338,73";"2177985"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"94.770.377/0001-73";"SITIO HOTEL LTDA ME";"7660";"02/04/2022";"";"265";"2177948"
"2022";"4";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"28.502.549/0002-84";"TR GALETO LTDA";"26140";"20/04/2022";"";"58";"2178654"
"2022";"4";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"KFEQXW";"03/04/2022";"Companhia Aérea: GOL, Localizador: KFEQXW. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 1928 - PORTO ALEGRE / BRASÍLIA - 04/04/2022;";"2574,36";"2177962"
"2022";"4";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"FAADBX";"12/04/2022";"Companhia Aérea: LATAM, Localizador: FAADBX. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3154 - SÃO PAULO CONGONHAS / PORTO ALEGRE - 13/04/2022; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3013 - BRASÍLIA/ SÃO PAULO CONGONHAS - 13/04/2022;";"3211,24";"2178324"
"2022";"4";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"KLHFQN";"24/04/2022";"Companhia Aérea: GOL, Localizador: KLHFQN. Passageiros:";"2574,36";"2178914"
"2022";"4";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"ELQ73H";"27/04/2022";"Companhia Aérea: AZUL, Localizador: ELQ73H. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4248 - RIO DE JANEIRO / PORTO ALEGRE - 28/04/2022; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 2830 - BRASILIA / RIO DE JANEIRO - 28/04/2022;";"3529,22";"2179202"
"2022";"5";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0006-71";"CLARO NXT TELECOMUNICAÇÕES S.A";"2206916939553";"08/06/2022";"";"208,68";"2182203"
"2022";"5";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"40";"30/05/2022";"";"1000,67";"2181153"
"2022";"5";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"24.057.495/0001-53";"JMP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA";"40";"30/05/2022";"";"2156,4";"2181151"
"2022";"5";"LUIS CARLOS HEINZE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"92.963.560/0001-60";"Secretaria Municipal da Fazenda";"2022904317120005";"29/11/2021";"";"1086,17";"2181161"
"2022";"5";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"19.970.772/0001-84";"L&P COM. LOC. DE EQUIP. DE INFORMATICA LTDA";"13773";"16/05/2022";"";"615,85";"2180437"
"2022";"5";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"000001281";"16/05/2022";"";"720";"2180358"
"2022";"5";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA";"2288972277";"18/05/2022";"";"374,98";"2180432"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"41.515.783/0001-23";"ABAST DE COMBUSTIVEL MIRELA LTDA";"44688";"25/05/2022";"";"352,88";"2180764"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"42.591.651/0620-92";"ARCOS DOURADOS COMERCIO DE ALIMENTOS SA";"000255105";"25/05/2022";"";"49,8";"2180768"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.527.743/0003-30";"AUTO POSTO JAM LTDA";"472225";"16/05/2022";"";"420,47";"2180217"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.239.059/0001-86";"BARROSO & MACHADO LTDA";"788";"02/05/2022";"";"8000";"2179271"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"94.644.671/0005-62";"CIOCCARI E CIA LTDA FIDA";"373205";"14/05/2022";"";"415,91";"2180208"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.520.277/0001-07";"COMERCIAL DE COMBUSTIVEIS RAMIRO LTDA";"2310418";"26/05/2022";"";"429,94";"2180898"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"95.425.369/0004-03";"Comercio de Combustiveis Nevoeiro LTDA";"62510";"12/05/2022";"";"50";"2180120"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"93.489.243/0006-20";"COML. BUFFON COMB. E TRANSP. LTDA - POSTO 06";"867958";"13/05/2022";"";"476,33";"2180126"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.054.158/0001-19";"GALETERIA BEIRA LAGO";"157967";"12/05/2022";"";"30";"2180124"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.523.529/0001-03";"GIOVANI PAVI RESTAURANTE ME";"24204";"06/05/2022";"";"53";"2179767"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.029.317/0001-62";"IMIGRANTES HOTEL LTDA - EPP";"42246";"07/05/2022";"";"229";"2179865"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.240.878/0001-62";"Paradouro Casemiro Antonioli";"136063";"07/05/2022";"";"443,24";"2179765"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.809.233/0001-44";"POSTO DE COMBUSTIVEIS 4Z LTDA";"1992576";"01/05/2022";"";"391,93";"2179211"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.809.233/0001-44";"POSTO DE COMBUSTIVEIS 4Z LTDA";"1995523";"05/05/2022";"";"360,9";"2179608"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.809.233/0001-44";"POSTO DE COMBUSTIVEIS 4Z LTDA";"2488";"30/05/2022";"";"483,92";"2181167"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14.809.233/0001-44";"POSTO DE COMBUSTIVEIS 4Z LTDA";"2013216";"31/05/2022";"";"223,4";"2181177"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"91.644.260/0001-55";"Posto Imigrante Ltda";"89266";"02/05/2022";"";"165,01";"2179499"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.892.399/0001-25";"POSTO 44 IJUI COMERCIO DE COMBUSTIVEIS LTDA";"2257708";"06/05/2022";"";"309,55";"2179763"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.984.937/0001-74";"RESTAURANTE E CHURRASCARIA DO ALEMÃO";"10925";"07/05/2022";"";"40";"2179766"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33.469.172/0022-92";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC";"31642";"11/05/2022";"";"56,22";"2179942"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0064-65";"SIM REDE DE POSTOS LTDA";"1812544";"07/05/2022";"";"328,07";"2179768"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0132-40";"SIM REDE DE POSTOS LTDA- S. SEBASTIÃO RETRO";"1699623";"21/05/2022";"";"447,49";"2180570"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.473.735/0150-22";"SIM REDE DE POSTOS LTDA SANTA MARIA AEROPORTO";"888081";"12/05/2022";"";"101,02";"2180121"
"2022";"5";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.711.378/0001-91";"spolier logistica ltda";"557429";"02/05/2022";"";"250";"2179212"
"2022";"5";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"CCBFFU";"09/05/2022";"Companhia Aérea: LATAM, Localizador: CCBFFU. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3765 - PORTO ALEGRE / BRASÍLIA - 10/05/2022;";"2698,11";"2179770"
"2022";"5";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"XGTQ8M";"11/05/2022";"Companhia Aérea: AZUL, Localizador: XGTQ8M. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4304 - CAMPINAS / PORTO ALEGRE - 12/05/2022; LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 4696 - BRASILIA / CAMPINAS - 12/05/2022;";"2657,62";"2180119"
"2022";"5";"LUIS CARLOS HEINZE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM TURISMO";"VDONXI";"27/05/2022";"Companhia Aérea: LATAM, Localizador: VDONXI. Passageiros: LUIS CARLOS HEINZE (Matrícula 341128, PARLAMENTAR), Voo: 3765 - PORTO ALEGRE / BRASÍLIA - 31/05/2022;";"2364,48";"2181175"
"2022";"6";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"19.970.772/0001-84";"L&P COM. LOC. DE EQUIP. DE INFORMATICA LTDA";"13999";"15/06/2022";"";"1246,95";"2182372"
"2022";"6";"LUIS CARLOS HEINZE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.319.851/0001-64";"Sisnetti Integradora de Soluções Ltda";"1293";"17/06/2022";"";"720";"2182312"
"2022";"6";"LUIS CARLOS HEINZE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.088.208/0001-65";"SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA";"22105746933";"17/06/2022";"";"287,8";"2182835"
"2022";"6";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"95.144.929/0001-09";"ALDO MINETTO";"16021";"18/06/2022";"AQUISIÇÃO DE GENEROS ALIMENTICIOS.";"498";"2182331"
"2022";"6";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.732.928/0016-86";"ATRIO HOTEIS SA";"106573";"23/06/2022";"";"19,8";"2182596"
"2022";"6";"LUIS CARLOS HEINZE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"80.732.928/0016-86";"ATRIO HOTEIS SA";"106574";"23/06/2022";"";"1062,84";"2182594"
